,Gender,Home Location,Level of Education,Age(Years),Number of Subjects,Device type used to attend classes,Economic status,Family size,Internet facility in your locality,Are you involved in any sports?,Do elderly people monitor you?,Study time (Hours),Sleep time (Hours),Time spent on social media (Hours),Interested in Gaming?,Have separate room for studying?,Engaged in group studies?,Average marks scored before pandemic in traditional classroom,Your interaction in online mode,Clearing doubts with faculties in online mode,Interested in?,Performance in online,Your level of satisfaction in Online Education
138,Female,Urban,Under Graduate,19,8,Laptop,Middle Class,4,5,No,Yes,8,8,1,No,Yes,yes,95.5,4,4,Practical,9,Good
139,Female,Urban,Under Graduate,18,8,Mobile,Middle Class,4,4,Yes,Yes,3,8,3,No,Yes,No,65.5,3,2,Theory,4,Average
140,Female,Urban,Under Graduate,18,6,Laptop,Middle Class,4,4,No,Yes,3,8,3,No,Yes,yes,95.5,3,4,Theory,7,Average
141,Male,Urban,Under Graduate,19,8,Laptop,Middle Class,5,4,No,Yes,5,6,2,No,No,No,85.5,3,4,Practical,6,Bad
142,Male,Rural,Under Graduate,18,8,Laptop,Middle Class,4,3,No,Yes,7,7,2,No,Yes,yes,85.5,3,2,Practical,6,Average
143,Female,Urban,Under Graduate,22,4,Laptop,Middle Class,4,5,Yes,No,2,8,1,No,Yes,yes,85.5,2,2,Both,9,Bad
144,Female,Urban,Under Graduate,20,7,Mobile,Middle Class,3,2,No,Yes,5,7,2,Yes,No,No,85.5,5,5,Both,8,Good
145,Male,Urban,Post Graduate,19,8,Laptop,Middle Class,4,4,Yes,Yes,4,8,3,Yes,Yes,yes,55.5,3,4,Theory,7,Average
146,Female,Urban,School,19,7,Mobile,Middle Class,4,3,No,Yes,4,8,2,Yes,Yes,No,75.5,2,1,Theory,6,Average
147,Female,Urban,Under Graduate,19,8,Laptop,Middle Class,4,4,No,Yes,5,3,3,No,No,No,85.5,3,2,Practical,8,Average
148,Male,Urban,Under Graduate,20,7,Laptop,Middle Class,3,4,Yes,Yes,8,8,4,Yes,No,No,85.5,2,3,Theory,6,Average
149,Male,Urban,Under Graduate,20,6,Laptop,Middle Class,4,4,No,No,5,6,1,No,No,No,85.5,1,1,Practical,6,Bad
150,Male,Urban,Under Graduate,20,7,Laptop,Middle Class,3,2,Yes,No,2,6,1,Yes,No,No,85.5,1,2,Practical,3,Bad
151,Male,Rural,School,21,1,Laptop,Poor,10,3,No,No,2,8,10,Yes,No,No,35.5,2,2,Practical,6,Average
152,Female,Urban,Under Graduate,20,8,Laptop,Middle Class,5,4,No,Yes,10,9,3,No,Yes,yes,95.5,2,2,Practical,6,Bad
153,Female,Rural,Post Graduate,19,8,Laptop,Middle Class,6,3,No,No,2,6,1,No,No,yes,95.5,2,2,Practical,5,Bad
154,Male,Urban,Under Graduate,20,7,Laptop,Middle Class,4,4,No,Yes,5,7,3,Yes,Yes,No,85.5,2,2,Both,6,Bad
155,Male,Urban,Under Graduate,18,7,Laptop,Middle Class,3,4,Yes,No,6,7,1,No,Yes,yes,95.5,4,3,Both,8,Good
156,Male,Urban,Under Graduate,19,7,Laptop,Middle Class,4,4,No,No,5,7,4,No,Yes,No,85.5,3,3,Both,8,Average
157,Male,Urban,Under Graduate,19,20,Laptop,Middle Class,4,5,Yes,No,3,6,2,Yes,No,yes,95.5,3,2,Both,5,Bad
158,Female,Urban,Under Graduate,20,14,Laptop,Middle Class,4,5,No,No,6,8,3,No,Yes,yes,75.5,2,2,Both,7,Bad
159,Male,Rural,Under Graduate,21,8,Desktop,Middle Class,4,2,Yes,No,4,8,4,Yes,No,yes,85.5,3,3,Both,4,Bad
160,Male,Urban,School,21,16,Laptop,Middle Class,6,5,Yes,Yes,2,6,3,No,Yes,No,95.5,4,4,Both,9,Good
161,Female,Urban,Under Graduate,18,7,Laptop,Middle Class,4,5,No,Yes,5,8,8,No,Yes,yes,95.5,3,4,Theory,10,Average
162,Male,Urban,Under Graduate,18,6,Laptop,Middle Class,4,3,Yes,No,6,6,3,Yes,No,No,85.5,3,4,Practical,6,Average
163,Male,Rural,Under Graduate,19,8,Laptop,Middle Class,4,4,No,No,3,6,2,No,Yes,yes,75.5,2,3,Practical,7,Average
164,Male,Urban,School,19,6,Laptop,Middle Class,3,4,No,No,1,6,5,No,Yes,yes,85.5,2,4,Both,7,Average
165,Male,Urban,Under Graduate,20,6,Laptop,Middle Class,3,4,No,No,4,7,2,No,Yes,No,85.5,2,2,Theory,8,Average
166,Female,Urban,Under Graduate,19,8,Laptop,Middle Class,5,5,No,No,5,8,2,No,Yes,yes,95.5,3,3,Both,10,Average
167,Male,Urban,Under Graduate,19,8,Laptop,Middle Class,4,3,No,No,4,8,4,No,Yes,No,85.5,2,3,Practical,7,Average
168,Female,Urban,Under Graduate,20,6,Laptop,Middle Class,4,4,Yes,No,2,7,2,No,Yes,yes,85.5,4,4,Practical,7,Average
169,Female,Urban,Under Graduate,18,6,Laptop,Middle Class,4,5,Yes,Yes,5,6,4,No,Yes,yes,85.5,2,2,Both,9,Bad
170,Male,Urban,Under Graduate,19,7,Laptop,Middle Class,4,4,No,No,1,7,3,Yes,Yes,No,95.5,2,3,Both,8,Average
171,Male,Urban,Under Graduate,20,7,Laptop,Middle Class,3,5,Yes,Yes,2,7,3,Yes,Yes,No,75.5,3,2,Both,6,Bad
172,Female,Urban,Under Graduate,19,8,Laptop,Middle Class,4,4,No,No,5,8,3,No,Yes,yes,85.5,1,1,Practical,7,Average
173,Male,Urban,Under Graduate,20,7,Laptop,Rich,3,5,Yes,Yes,1,7,1,No,Yes,No,75.5,1,1,Both,8,Bad
174,Female,Urban,Under Graduate,18,7,Laptop,Rich,4,4,Yes,No,4,8,7,No,Yes,No,95.5,3,3,Practical,5,Average
175,Male,Urban,Under Graduate,21,2,Laptop,Middle Class,4,5,Yes,Yes,1,6,7,Yes,Yes,No,65.5,5,5,Both,10,Good
176,Male,Urban,Under Graduate,19,7,Laptop,Rich,6,5,Yes,No,4,9,2,Yes,No,No,95.5,3,3,Practical,10,Good
177,Male,Urban,Under Graduate,22,6,Laptop,Middle Class,8,5,Yes,Yes,4,7,2,Yes,No,yes,75.5,4,3,Theory,8,Average
178,Male,Urban,Under Graduate,20,8,Laptop,Middle Class,3,4,Yes,No,7,8,2,No,Yes,No,95.5,4,3,Practical,8,Average
179,Male,Urban,Under Graduate,22,14,Laptop,Middle Class,4,3,Yes,Yes,7,7,5,Yes,Yes,No,75.5,2,2,Practical,6,Average
180,Female,Urban,Under Graduate,18,8,Laptop,Middle Class,5,4,No,No,3,8,3,Yes,No,No,75.5,1,1,Practical,7,Average
181,Female,Urban,Under Graduate,19,8,Laptop,Middle Class,5,3,No,Yes,8,6,5,No,Yes,No,85.5,1,1,Both,5,Average
182,Male,Urban,Under Graduate,20,7,Laptop,Rich,4,4,Yes,No,1,8,6,No,No,No,75.5,2,1,Theory,5,Bad
183,Male,Rural,Under Graduate,19,7,Laptop,Middle Class,4,5,Yes,No,4,5,1,Yes,No,No,85.5,3,3,Both,8,Average
184,Male,Urban,School,19,5,Laptop,Middle Class,3,3,No,Yes,1,6,1,No,Yes,No,75.5,1,2,Practical,6,Bad
185,Male,Urban,Under Graduate,21,4,Laptop,Rich,4,5,Yes,No,2,8,1,No,No,No,95.5,3,5,Both,10,Good
186,Male,Urban,Under Graduate,20,6,Laptop,Middle Class,5,5,No,Yes,2,8,3,No,Yes,No,65.5,1,1,Practical,5,Bad
187,Male,Urban,Under Graduate,20,7,Laptop,Middle Class,3,5,No,No,8,7,1,Yes,No,No,85.5,2,2,Practical,7,Average
188,Male,Urban,Under Graduate,18,8,Mobile,Middle Class,5,4,No,Yes,4,7,2,Yes,No,No,75.5,3,1,Both,7,Average
189,Male,Urban,Under Graduate,19,8,Laptop,Middle Class,5,5,No,No,2,7,1,Yes,Yes,No,95.5,2,1,Both,8,Bad
190,Female,Urban,Under Graduate,19,8,Laptop,Middle Class,4,5,No,Yes,6,7,2,No,Yes,No,95.5,3,3,Practical,8,Average
191,Male,Urban,Under Graduate,19,20,Laptop,Middle Class,4,5,No,No,4,10,2,Yes,Yes,No,95.5,3,2,Practical,6,Bad
192,Male,Urban,Under Graduate,21,7,Laptop,Middle Class,4,4,No,No,4,6,1,Yes,Yes,No,75.5,2,2,Practical,9,Average
193,Male,Urban,Under Graduate,18,5,Laptop,Middle Class,4,4,Yes,No,7,7,2,Yes,Yes,No,95.5,3,3,Both,7,Average
194,Female,Urban,Under Graduate,22,6,Laptop,Middle Class,3,5,Yes,No,5,7,2,No,Yes,No,75.5,3,1,Theory,7,Bad
195,Male,Urban,Under Graduate,19,8,Laptop,Middle Class,3,5,Yes,Yes,7,4,3,Yes,Yes,yes,95.5,3,2,Both,8,Average
196,Female,Urban,Under Graduate,19,3,Laptop,Middle Class,5,5,No,Yes,9,7,1,No,Yes,yes,75.5,3,3,Both,8,Good
197,Male,Urban,Under Graduate,17,6,Laptop,Middle Class,4,5,Yes,Yes,5,7,1,Yes,Yes,No,85.5,4,4,Practical,8,Average
198,Female,Urban,School,20,7,Laptop,Middle Class,5,5,No,No,4,5,2,No,Yes,yes,85.5,2,3,Both,5,Average
199,Female,Urban,Under Graduate,21,5,Laptop,Middle Class,4,4,No,No,10,1,3,Yes,No,yes,85.5,3,4,Practical,6,Average
200,Male,Rural,School,17,5,Desktop,Middle Class,6,4,No,Yes,5,10,6,Yes,Yes,yes,65.5,3,3,Practical,6,Average
201,Female,Urban,Under Graduate,20,8,Laptop,Middle Class,3,4,No,No,6,8,1,No,No,No,75.5,3,2,Both,8,Bad
202,Female,Urban,Under Graduate,19,6,Laptop,Middle Class,3,4,No,No,9,7,2,No,Yes,No,95.5,2,3,Theory,7,Average
203,Male,Urban,Under Graduate,20,11,Laptop,Middle Class,4,5,No,No,5,7,3,No,No,No,85.5,3,2,Theory,8,Good
204,Female,Urban,School,18,6,Laptop,Middle Class,6,4,No,Yes,4,9,5,No,No,No,95.5,3,3,Both,10,Average
205,Female,Urban,School,19,3,Laptop,Middle Class,4,5,Yes,No,8,6,3,No,Yes,yes,75.5,3,4,Theory,7,Good
206,Female,Rural,Under Graduate,19,7,Mobile,Poor,6,2,No,Yes,6,5,2,Yes,No,yes,75.5,5,5,Theory,10,Good
207,Female,Rural,Under Graduate,21,5,Laptop,Middle Class,3,2,No,No,5,7,4,No,No,yes,85.5,2,3,Both,6,Bad
208,Male,Rural,Under Graduate,19,7,Laptop,Middle Class,7,2,No,No,10,7,1,No,Yes,No,75.5,1,3,Both,2,Bad
209,Female,Urban,Under Graduate,18,8,Laptop,Middle Class,4,5,No,Yes,6,7,4,Yes,No,yes,95.5,1,1,Both,7,Average
210,Female,Urban,Under Graduate,19,6,Mobile,Middle Class,4,4,No,No,3,8,1,No,Yes,yes,75.5,3,4,Theory,8,Average
211,Female,Urban,Under Graduate,20,9,Laptop,Middle Class,5,3,No,No,3,4,8,No,No,No,95.5,3,2,Both,4,Bad
212,Male,Urban,Under Graduate,19,7,Laptop,Middle Class,4,4,Yes,No,2,7,4,No,Yes,No,95.5,3,2,Both,6,Bad
213,Male,Urban,Under Graduate,19,6,Laptop,Middle Class,3,3,Yes,No,4,6,3,Yes,Yes,No,95.5,3,3,Both,8,Average
214,Male,Urban,Under Graduate,20,1,Laptop,Middle Class,6,5,Yes,No,5,5,3,Yes,Yes,No,95.5,3,3,Theory,8,Average
215,Male,Urban,Under Graduate,19,5,Laptop,Middle Class,4,5,Yes,No,5,8,2,Yes,Yes,yes,85.5,2,3,Both,10,Bad
216,Male,Urban,Under Graduate,19,5,Laptop,Rich,3,5,No,No,4,7,3,Yes,Yes,No,95.5,3,3,Theory,7,Average
217,Female,Urban,Post Graduate,19,7,Laptop,Middle Class,4,3,Yes,No,1,4,6,Yes,Yes,yes,85.5,4,1,Practical,4,Bad
218,Male,Urban,Under Graduate,19,9,Laptop,Middle Class,6,5,Yes,Yes,8,7,1,No,Yes,No,95.5,2,1,Both,8,Bad
219,Male,Urban,Under Graduate,20,7,Laptop,Middle Class,3,4,No,No,4,7,4,Yes,Yes,No,95.5,4,4,Both,9,Average
220,Female,Urban,Under Graduate,18,7,Laptop,Middle Class,4,5,Yes,Yes,3,10,2,Yes,Yes,No,95.5,4,3,Practical,7,Average
221,Male,Urban,School,20,7,Laptop,Middle Class,4,5,Yes,Yes,3,6,2,Yes,Yes,No,95.5,1,1,Both,5,Bad
222,Male,Urban,Under Graduate,20,8,Laptop,Middle Class,5,4,Yes,Yes,3,8,5,Yes,No,No,65.5,3,3,Practical,6,Good
223,Male,Urban,Under Graduate,20,7,Laptop,Middle Class,5,4,Yes,Yes,3,6,4,Yes,Yes,No,75.5,2,2,Practical,4,Average
224,Male,Urban,Under Graduate,19,7,Laptop,Middle Class,4,5,No,No,4,6,1,No,Yes,yes,85.5,3,3,Both,8,Average
225,Male,Urban,Under Graduate,21,9,Laptop,Middle Class,5,5,Yes,No,4,7,1,No,Yes,No,85.5,3,3,Both,8,Bad
226,Male,Urban,Under Graduate,19,7,Laptop,Middle Class,4,4,No,No,5,8,2,Yes,Yes,yes,85.5,3,2,Practical,7,Bad
227,Female,Urban,Under Graduate,19,7,Laptop,Middle Class,3,3,Yes,No,3,5,4,No,Yes,No,85.5,3,2,Practical,5,Average
228,Male,Rural,School,19,7,Mobile,Middle Class,4,2,No,Yes,3,6,1,Yes,No,No,85.5,2,4,Theory,7,Average
229,Female,Urban,Under Graduate,20,20,Laptop,Middle Class,4,5,Yes,No,3,8,2,No,Yes,No,95.5,1,2,Practical,10,Average
230,Male,Urban,Under Graduate,17,5,Laptop,Middle Class,4,3,No,Yes,2,7,1,Yes,Yes,yes,85.5,2,3,Both,5,Bad
231,Male,Urban,School,17,5,Laptop,Middle Class,4,5,Yes,No,2,8,3,Yes,Yes,yes,75.5,3,3,Theory,7,Average
232,Male,Urban,Under Graduate,18,7,Laptop,Middle Class,6,5,No,No,4,6,2,Yes,No,yes,75.5,3,2,Practical,6,Bad
233,Male,Urban,Under Graduate,18,6,Laptop,Middle Class,3,4,Yes,No,3,6,2,No,No,yes,75.5,3,3,Both,7,Good
234,Female,Rural,Under Graduate,19,7,Mobile,Middle Class,4,3,No,Yes,7,6,1,No,No,No,95.5,3,3,Practical,8,Average
235,Male,Urban,School,18,7,Laptop,Middle Class,3,4,No,Yes,4,6,2,Yes,Yes,No,95.5,4,4,Practical,6,Average
236,Female,Urban,Under Graduate,20,8,Laptop,Middle Class,3,4,No,Yes,3,8,9,No,Yes,No,75.5,3,3,Both,6,Bad
237,Male,Urban,Under Graduate,20,7,Mobile,Middle Class,3,4,Yes,Yes,3,7,1,Yes,Yes,No,85.5,3,2,Practical,7,Bad
238,Male,Urban,Under Graduate,17,5,Laptop,Middle Class,4,3,Yes,No,2,5,2,Yes,Yes,yes,85.5,3,2,Both,6,Bad
239,Male,Urban,Under Graduate,20,8,Laptop,Middle Class,5,4,No,No,4,5,3,No,Yes,No,85.5,4,4,Both,8,Good
240,Female,Urban,Under Graduate,17,6,Laptop,Middle Class,5,4,No,No,8,4,2,Yes,Yes,yes,85.5,2,1,Both,7,Bad
241,Female,Urban,Post Graduate,38,8,Laptop,Middle Class,4,5,No,Yes,10,5,3,No,Yes,No,95.5,5,5,Practical,9,Good
242,Male,Urban,Under Graduate,17,6,Desktop,Middle Class,5,4,No,Yes,5,7,8,Yes,Yes,yes,75.5,2,3,Practical,6,Average
243,Female,Urban,Under Graduate,20,8,Laptop,Middle Class,3,4,No,No,3,8,9,No,Yes,No,75.5,2,3,Both,6,Bad
244,Male,Rural,Under Graduate,19,6,Laptop,Middle Class,4,3,Yes,Yes,4,7,1,Yes,Yes,No,85.5,3,3,Both,6,Average
245,Male,Urban,Under Graduate,20,7,Laptop,Middle Class,4,5,No,No,2,5,5,Yes,No,yes,85.5,3,3,Practical,6,Average
246,Male,Urban,School,17,6,Laptop,Middle Class,4,4,Yes,No,1,10,8,Yes,Yes,No,75.5,2,3,Practical,7,Average
247,Male,Rural,Under Graduate,19,20,Laptop,Middle Class,4,2,Yes,Yes,2,9,3,Yes,No,No,75.5,3,2,Practical,7,Bad
248,Male,Rural,Under Graduate,20,8,Mobile,Middle Class,5,2,No,Yes,3,5,1,No,No,No,75.5,1,4,Both,4,Average
249,Male,Urban,Under Graduate,20,8,Laptop,Middle Class,4,4,Yes,Yes,2,7,2,No,No,yes,75.5,2,2,Practical,5,Average
250,Female,Urban,Under Graduate,20,8,Laptop,Middle Class,10,5,Yes,Yes,7,6,1,No,Yes,No,95.5,2,1,Practical,8,Average
251,Male,Urban,Under Graduate,18,8,Laptop,Middle Class,4,2,Yes,No,3,7,1,Yes,No,yes,65.5,3,1,Practical,7,Bad
252,Male,Urban,Under Graduate,20,7,Laptop,Middle Class,4,3,Yes,Yes,3,7,2,Yes,Yes,yes,85.5,3,3,Both,6,Average
253,Female,Urban,Under Graduate,20,8,Laptop,Middle Class,4,3,No,Yes,1,5,1,Yes,No,No,85.5,4,3,Practical,7,Average
254,Male,Rural,Under Graduate,19,7,Laptop,Middle Class,4,3,No,Yes,2,7,4,No,Yes,No,85.5,2,3,Theory,7,Average
255,Male,Rural,Under Graduate,20,18,Laptop,Middle Class,3,4,Yes,Yes,6,8,2,No,Yes,No,75.5,2,1,Both,4,Average
256,Male,Urban,Under Graduate,18,5,Laptop,Middle Class,4,4,Yes,No,2,5,3,Yes,No,yes,85.5,2,3,Practical,4,Bad
257,Male,Rural,Under Graduate,19,7,Laptop,Middle Class,4,1,No,No,10,5,2,Yes,Yes,No,85.5,1,1,Practical,4,Bad
258,Male,Urban,Under Graduate,19,7,Laptop,Middle Class,3,4,Yes,Yes,4,6,2,No,Yes,yes,85.5,3,2,Practical,8,Bad
259,Female,Urban,Under Graduate,19,5,Mobile,Middle Class,6,5,No,No,8,8,5,Yes,Yes,No,75.5,4,4,Practical,10,Good
260,Female,Urban,Under Graduate,18,5,Laptop,Middle Class,6,5,No,Yes,2,6,2,No,Yes,No,85.5,2,1,Both,2,Bad
261,Male,Urban,Under Graduate,20,7,Laptop,Rich,5,4,No,Yes,3,5,3,No,No,No,75.5,4,2,Both,7,Average
262,Male,Urban,Under Graduate,18,8,Laptop,Middle Class,4,4,Yes,Yes,3,6,2,No,No,No,85.5,1,1,Both,5,Average
263,Female,Urban,Under Graduate,20,7,Laptop,Middle Class,5,5,No,Yes,5,6,3,No,Yes,yes,55.5,3,4,Theory,7,Average
264,Female,Rural,Under Graduate,17,6,Laptop,Middle Class,4,2,No,No,3,7,2,Yes,Yes,No,75.5,3,3,Practical,7,Good
265,Male,Urban,School,18,6,Laptop,Middle Class,4,3,No,Yes,4,7,1,No,Yes,No,85.5,1,3,Practical,6,Bad
266,Female,Urban,Under Graduate,18,6,Laptop,Middle Class,3,5,No,Yes,5,7,3,No,Yes,No,95.5,5,5,Both,10,Good
267,Male,Rural,Under Graduate,18,6,Laptop,Middle Class,3,3,Yes,Yes,8,1,1,Yes,Yes,No,95.5,3,3,Practical,4,Average
268,Male,Urban,Under Graduate,20,7,Laptop,Middle Class,4,4,No,No,1,9,10,No,Yes,yes,65.5,1,1,Both,2,Bad
269,Female,Urban,Under Graduate,19,8,Laptop,Middle Class,4,5,Yes,No,4,8,3,No,Yes,No,75.5,3,1,Both,7,Average
270,Male,Urban,Under Graduate,19,8,Laptop,Middle Class,5,4,No,No,10,10,4,No,Yes,No,75.5,4,5,Both,10,Good
271,Female,Urban,Under Graduate,18,5,Mobile,Middle Class,6,4,No,Yes,6,5,2,No,No,No,85.5,3,3,Theory,7,Average
272,Male,Urban,School,18,7,Laptop,Middle Class,4,5,No,Yes,10,4,1,No,Yes,No,95.5,4,3,Theory,9,Good
273,Male,Urban,Under Graduate,18,4,Laptop,Middle Class,4,5,No,Yes,6,7,2,Yes,Yes,yes,75.5,3,5,Practical,8,Average
274,Male,Urban,Under Graduate,18,5,Laptop,Middle Class,4,4,No,Yes,3,7,4,Yes,Yes,No,85.5,3,3,Practical,6,Average
275,Male,Urban,Under Graduate,20,8,Laptop,Middle Class,6,3,Yes,Yes,6,6,1,No,Yes,No,95.5,4,3,Both,6,Good
276,Male,Rural,Under Graduate,21,8,Mobile,Middle Class,5,4,No,Yes,2,8,2,No,Yes,yes,65.5,3,3,Both,6,Good
277,Male,Urban,Under Graduate,19,9,Laptop,Middle Class,4,5,Yes,Yes,6,8,1,Yes,Yes,yes,85.5,5,3,Practical,5,Bad
278,Female,Urban,Under Graduate,18,7,Laptop,Middle Class,4,4,No,Yes,3,6,5,No,Yes,No,65.5,2,5,Both,7,Good
279,Male,Urban,Under Graduate,20,7,Laptop,Middle Class,5,2,Yes,Yes,2,6,2,No,No,yes,85.5,3,3,Practical,6,Average
280,Male,Urban,School,19,6,Laptop,Middle Class,4,5,No,Yes,3,7,4,Yes,Yes,yes,75.5,3,1,Theory,6,Average
281,Male,Rural,Under Graduate,19,3,Laptop,Middle Class,8,4,Yes,No,2,10,1,Yes,No,yes,95.5,1,1,Practical,8,Bad
282,Female,Rural,Under Graduate,20,8,Laptop,Middle Class,4,4,No,No,4,6,3,No,Yes,yes,65.5,4,3,Both,7,Average
283,Male,Urban,Under Graduate,20,7,Laptop,Middle Class,3,4,No,Yes,4,8,2,Yes,Yes,yes,85.5,3,2,Both,8,Good
284,Male,Urban,Under Graduate,20,6,Laptop,Middle Class,3,5,Yes,Yes,4,6,4,Yes,No,No,75.5,3,3,Both,8,Average
285,Male,Urban,Under Graduate,18,4,Laptop,Middle Class,4,3,Yes,No,6,8,1,No,No,No,85.5,2,1,Practical,3,Bad
286,Female,Urban,Under Graduate,20,8,Laptop,Middle Class,4,3,No,No,3,7,2,No,Yes,yes,65.5,2,4,Both,6,Average
287,Male,Rural,Under Graduate,18,6,Laptop,Middle Class,3,3,No,No,6,7,3,Yes,Yes,No,75.5,4,4,Both,6,Average
288,Female,Urban,School,20,7,Laptop,Middle Class,4,4,No,No,4,8,4,Yes,Yes,No,75.5,2,2,Practical,8,Average
289,Male,Urban,School,20,8,Laptop,Middle Class,4,4,No,Yes,1,6,4,No,Yes,yes,65.5,1,1,Theory,7,Bad
290,Male,Rural,Under Graduate,17,5,Laptop,Rich,5,5,Yes,No,7,8,3,Yes,Yes,yes,95.5,4,3,Theory,7,Average
291,Male,Urban,Under Graduate,19,7,Laptop,Middle Class,5,3,Yes,No,2,6,3,No,Yes,yes,75.5,3,2,Practical,7,Bad
292,Female,Rural,Under Graduate,20,7,Laptop,Poor,5,4,No,Yes,6,6,1,Yes,Yes,yes,75.5,5,5,Practical,9,Good
293,Male,Urban,Under Graduate,19,5,Laptop,Middle Class,4,4,Yes,Yes,2,6,1,No,No,No,95.5,3,1,Practical,6,Average
294,Male,Urban,Under Graduate,20,7,Laptop,Middle Class,4,5,No,Yes,2,4,4,No,No,yes,35.5,1,1,Practical,8,Good
295,Male,Rural,Under Graduate,20,6,Laptop,Middle Class,5,2,No,Yes,3,7,2,Yes,No,No,85.5,3,2,Practical,4,Bad
296,Male,Urban,Under Graduate,19,8,Laptop,Middle Class,4,4,No,Yes,6,7,1,No,Yes,yes,85.5,3,4,Both,7,Bad
297,Female,Urban,Under Graduate,21,7,Laptop,Middle Class,5,4,No,No,4,10,2,No,Yes,No,75.5,3,3,Both,8,Average
298,Female,Rural,Under Graduate,18,7,Laptop,Middle Class,4,3,Yes,Yes,7,8,5,Yes,Yes,No,75.5,2,2,Both,4,Bad
299,Male,Urban,School,19,6,Laptop,Middle Class,5,4,No,Yes,1,7,2,Yes,No,No,85.5,1,1,Practical,2,Bad
300,Male,Urban,Under Graduate,18,6,Laptop,Middle Class,3,2,No,No,3,7,4,Yes,No,No,85.5,3,2,Both,3,Bad
301,Female,Urban,Under Graduate,20,8,Laptop,Middle Class,5,5,No,No,3,8,3,Yes,Yes,yes,85.5,3,3,Both,6,Average
302,Male,Rural,Under Graduate,20,8,Mobile,Middle Class,4,2,No,No,5,3,1,No,Yes,yes,25.5,2,3,Theory,2,Average
303,Male,Rural,Under Graduate,20,6,Laptop,Middle Class,10,4,Yes,Yes,3,7,2,No,Yes,yes,75.5,3,3,Practical,8,Bad
304,Male,Urban,Under Graduate,20,20,Laptop,Middle Class,9,2,No,No,3,4,2,No,Yes,No,85.5,1,1,Both,8,Bad
305,Male,Rural,Under Graduate,22,9,Laptop,Middle Class,5,3,Yes,Yes,3,7,2,Yes,No,yes,65.5,3,3,Practical,8,Average
306,Male,Urban,Post Graduate,21,8,Laptop,Middle Class,4,5,Yes,Yes,2,7,3,Yes,Yes,yes,95.5,4,3,Both,9,Average
307,Female,Urban,Under Graduate,18,6,Laptop,Middle Class,4,3,No,No,9,7,2,No,Yes,No,85.5,3,3,Both,5,Average
308,Male,Urban,Under Graduate,20,7,Laptop,Middle Class,4,4,No,Yes,4,6,3,No,Yes,yes,75.5,4,4,Both,8,Average
309,Female,Urban,Under Graduate,20,4,Laptop,Middle Class,3,5,No,No,8,6,6,No,Yes,No,85.5,2,3,Both,8,Good
310,Male,Urban,Under Graduate,20,6,Laptop,Middle Class,4,3,Yes,Yes,6,7,2,Yes,Yes,yes,75.5,3,4,Practical,9,Bad
311,Female,Rural,Under Graduate,17,7,Laptop,Middle Class,4,3,Yes,Yes,8,6,2,No,Yes,No,85.5,5,5,Theory,8,Good
312,Male,Urban,Under Graduate,21,20,Mobile,Middle Class,3,4,No,No,5,10,3,Yes,Yes,No,85.5,3,3,Practical,7,Good
313,Female,Urban,Under Graduate,19,6,Laptop,Middle Class,3,3,No,Yes,6,7,1,No,Yes,yes,95.5,3,2,Both,8,Bad
314,Male,Rural,Under Graduate,21,8,Laptop,Middle Class,5,3,No,No,5,8,2,Yes,Yes,yes,65.5,3,3,Both,7,Average
315,Female,Urban,Under Graduate,20,8,Laptop,Middle Class,2,4,Yes,No,10,6,1,No,Yes,yes,75.5,3,4,Both,6,Average
316,Male,Urban,Under Graduate,21,7,Laptop,Middle Class,4,4,Yes,No,5,6,2,No,No,yes,85.5,4,5,Both,8,Average
317,Male,Urban,Under Graduate,20,8,Laptop,Middle Class,5,5,Yes,Yes,6,6,2,Yes,Yes,No,75.5,3,3,Practical,6,Good
318,Female,Urban,Under Graduate,18,4,Laptop,Middle Class,3,4,No,No,5,8,1,No,Yes,No,85.5,3,3,Theory,8,Good
319,Male,Urban,Under Graduate,21,5,Laptop,Middle Class,5,4,No,No,3,7,9,Yes,Yes,No,65.5,2,1,Practical,4,Bad
320,Male,Urban,Under Graduate,20,9,Laptop,Middle Class,5,4,Yes,Yes,2,8,2,No,No,yes,75.5,4,4,Both,8,Average
321,Male,Urban,School,20,8,Laptop,Middle Class,4,5,No,No,3,5,4,Yes,No,No,85.5,3,2,Both,8,Bad
322,Female,Urban,Under Graduate,17,7,Laptop,Rich,10,4,No,Yes,3,7,2,No,Yes,No,85.5,2,3,Practical,5,Bad
323,Male,Urban,Under Graduate,20,7,Laptop,Middle Class,4,3,Yes,Yes,3,7,2,Yes,No,No,75.5,3,2,Practical,5,Average
324,Male,Urban,Under Graduate,21,7,Laptop,Middle Class,3,2,No,No,1,5,2,No,No,No,65.5,1,3,Theory,6,Good
325,Male,Urban,Under Graduate,21,6,Laptop,Middle Class,4,3,Yes,Yes,6,6,1,Yes,Yes,yes,35.5,1,3,Theory,6,Bad
326,Male,Urban,Under Graduate,19,8,Laptop,Middle Class,4,5,Yes,Yes,2,5,1,No,Yes,No,75.5,1,1,Practical,6,Average
327,Male,Urban,Under Graduate,20,7,Laptop,Middle Class,4,4,Yes,No,4,4,3,No,Yes,No,85.5,3,3,Both,6,Average
328,Female,Urban,School,19,7,Laptop,Middle Class,4,4,No,Yes,4,8,2,No,Yes,yes,95.5,3,2,Both,5,Bad
329,Female,Urban,School,19,7,Laptop,Middle Class,5,5,No,Yes,2,7,2,No,No,yes,85.5,1,1,Both,6,Average
