,Gender,Home Location,Level of Education,Age(Years),Number of Subjects,Device type used to attend classes,Economic status,Family size,Internet facility in your locality,Are you involved in any sports?,Do elderly people monitor you?,Study time (Hours),Sleep time (Hours),Time spent on social media (Hours),Interested in Gaming?,Have separate room for studying?,Engaged in group studies?,Average marks scored before pandemic in traditional classroom,Your interaction in online mode,Clearing doubts with faculties in online mode,Interested in?,Performance in online,Your level of satisfaction in Online Education
50,Female,Urban,School,9,6,Mobile,Middle Class,5,5,No,No,1,8,10,Yes,Yes,No,85.5,2,1,Practical,3,Bad
51,Male,Rural,Post Graduate,19,7,Mobile,Middle Class,4,3,No,No,1,7,3,No,No,No,75.5,3,3,Practical,7,Average
52,Male,Urban,Under Graduate,18,7,Desktop,Middle Class,4,4,Yes,Yes,2,7,1,No,No,No,95.5,5,4,Both,8,Good
53,Female,Urban,Post Graduate,23,17,Laptop,Middle Class,6,4,No,Yes,5,8,2,No,Yes,No,75.5,4,2,Practical,5,Bad
54,Male,Urban,Post Graduate,21,8,Mobile,Middle Class,4,4,Yes,No,6,8,6,Yes,Yes,yes,65.5,3,3,Theory,7,Average
55,Female,Rural,Post Graduate,21,8,Mobile,Middle Class,4,4,No,Yes,4,3,5,No,Yes,yes,35.5,2,2,Theory,6,Good
56,Male,Rural,Post Graduate,20,20,Mobile,Middle Class,4,4,No,No,2,7,3,Yes,Yes,yes,75.5,5,4,Theory,8,Good
57,Male,Urban,Post Graduate,20,8,Laptop,Middle Class,4,3,Yes,No,5,7,2,Yes,No,yes,65.5,2,2,Practical,6,Average
58,Male,Rural,Under Graduate,20,9,Mobile,Middle Class,5,4,Yes,Yes,5,6,1,No,No,No,55.5,2,2,Both,6,Average
59,Female,Urban,Post Graduate,22,7,Mobile,Middle Class,5,1,No,Yes,4,8,4,Yes,Yes,No,75.5,4,4,Practical,8,Good
60,Female,Urban,Under Graduate,20,7,Laptop,Middle Class,5,4,No,No,4,6,4,No,No,yes,85.5,2,3,Theory,7,Average
61,Female,Rural,Post Graduate,24,15,Laptop,Middle Class,5,3,No,Yes,4,6,3,No,No,No,65.5,3,3,Practical,8,Bad
62,Female,Rural,Post Graduate,21,7,Mobile,Middle Class,5,4,No,No,5,7,2,No,Yes,yes,75.5,4,4,Practical,8,Good
63,Female,Rural,Under Graduate,19,6,Mobile,Middle Class,4,4,No,Yes,3,7,2,Yes,Yes,No,85.5,4,4,Practical,6,Good
64,Female,Rural,Under Graduate,18,6,Laptop,Middle Class,4,3,No,Yes,5,10,4,Yes,No,No,55.5,3,2,Practical,10,Good
65,Female,Rural,Under Graduate,18,4,Mobile,Middle Class,4,3,No,Yes,5,6,3,Yes,Yes,yes,65.5,2,2,Theory,10,Good
66,Female,Urban,Under Graduate,18,6,Laptop,Middle Class,5,4,No,Yes,8,6,2,Yes,Yes,yes,75.5,4,4,Theory,8,Average
67,Female,Urban,Under Graduate,20,5,Mobile,Middle Class,4,3,No,Yes,2,9,2,No,Yes,yes,75.5,5,3,Theory,9,Good
68,Male,Urban,Under Graduate,19,7,Mobile,Middle Class,4,4,Yes,Yes,6,8,4,Yes,Yes,yes,65.5,4,4,Both,8,Average
69,Male,Urban,Post Graduate,9,3,Mobile,Middle Class,5,3,Yes,Yes,4,9,10,No,No,yes,95.5,3,3,Practical,6,Average
70,Female,Urban,Under Graduate,19,9,Laptop,Middle Class,4,4,No,No,4,7,3,No,Yes,yes,65.5,4,4,Both,10,Good
71,Female,Rural,Under Graduate,18,5,Mobile,Middle Class,5,2,Yes,No,3,7,1,No,No,No,75.5,2,1,Practical,2,Bad
72,Female,Urban,Under Graduate,19,6,Mobile,Middle Class,6,3,No,Yes,5,6,3,Yes,No,yes,65.5,3,3,Practical,6,Average
73,Male,Urban,Post Graduate,21,8,Mobile,Middle Class,5,5,Yes,No,2,8,3,Yes,Yes,yes,65.5,4,4,Theory,8,Average
74,Female,Urban,Post Graduate,22,9,Mobile,Middle Class,6,3,Yes,Yes,5,7,2,No,No,No,75.5,4,3,Practical,7,Good
75,Female,Urban,Post Graduate,21,7,Mobile,Middle Class,4,1,No,No,5,10,8,No,Yes,yes,65.5,5,3,Theory,6,Average
76,Female,Rural,Under Graduate,19,6,Mobile,Poor,6,3,No,No,4,6,2,Yes,No,yes,65.5,4,5,Practical,10,Good
77,Male,Urban,Post Graduate,23,6,Laptop,Middle Class,4,5,No,No,6,8,1,Yes,Yes,yes,75.5,3,3,Both,6,Average
78,Male,Rural,Under Graduate,21,9,Laptop,Middle Class,5,3,Yes,Yes,6,8,3,No,No,No,55.5,4,4,Practical,6,Average
79,Female,Urban,Under Graduate,20,9,Mobile,Middle Class,5,3,No,No,2,7,1,No,No,yes,75.5,4,4,Theory,7,Bad
80,Male,Urban,Under Graduate,18,6,Laptop,Middle Class,4,4,No,No,2,5,1,No,No,No,75.5,3,3,Both,6,Average
81,Female,Urban,Post Graduate,20,6,Mobile,Middle Class,5,2,No,Yes,5,9,5,Yes,No,yes,25.5,2,2,Practical,10,Good
82,Male,Rural,Under Graduate,20,8,Laptop,Middle Class,7,5,No,No,6,7,2,No,Yes,No,75.5,4,4,Theory,7,Average
83,Female,Rural,Under Graduate,18,6,Mobile,Middle Class,7,3,No,No,10,10,10,Yes,Yes,yes,85.5,3,3,Theory,10,Good
84,Female,Rural,Under Graduate,20,5,Mobile,Middle Class,5,5,No,Yes,9,10,6,Yes,Yes,yes,55.5,5,5,Theory,10,Average
85,Female,Urban,Post Graduate,25,5,Laptop,Middle Class,7,4,No,Yes,4,5,1,No,No,yes,75.5,3,4,Practical,7,Average
86,Female,Urban,Under Graduate,19,8,Mobile,Middle Class,5,3,Yes,Yes,1,10,10,No,No,No,55.5,3,4,Practical,6,Average
87,Female,Urban,Under Graduate,18,6,Mobile,Middle Class,4,3,Yes,Yes,6,7,5,Yes,No,yes,75.5,3,3,Practical,5,Average
88,Female,Rural,Under Graduate,19,5,Mobile,Middle Class,3,4,No,Yes,4,7,5,Yes,No,No,55.5,3,3,Theory,8,Good
89,Male,Rural,Post Graduate,23,5,Mobile,Middle Class,6,3,No,No,2,8,1,Yes,No,yes,65.5,4,2,Practical,7,Average
90,Female,Rural,Under Graduate,18,5,Mobile,Middle Class,3,5,Yes,No,6,7,2,Yes,No,yes,55.5,5,5,Practical,9,Good
91,Male,Urban,Under Graduate,19,5,Laptop,Middle Class,4,4,No,Yes,5,7,2,Yes,No,yes,75.5,4,3,Both,9,Average
92,Female,Rural,Under Graduate,18,6,Mobile,Middle Class,5,2,No,Yes,5,6,2,Yes,No,No,75.5,5,5,Theory,10,Good
93,Female,Urban,Under Graduate,20,5,Mobile,Middle Class,4,3,Yes,Yes,2,7,3,Yes,No,No,45.5,3,2,Practical,6,Average
94,Female,Urban,Post Graduate,22,9,Laptop,Middle Class,4,3,No,Yes,6,7,1,No,Yes,No,85.5,3,3,Theory,7,Average
95,Male,Urban,Under Graduate,19,6,Laptop,Middle Class,3,4,No,Yes,6,7,3,Yes,No,No,85.5,3,3,Both,6,Average
96,Male,Urban,Under Graduate,18,4,Laptop,Middle Class,4,3,Yes,No,1,4,5,Yes,No,yes,35.5,1,1,Both,2,Bad
97,Male,Rural,Post Graduate,21,7,Mobile,Middle Class,4,3,No,No,7,6,2,Yes,No,No,75.5,4,3,Practical,8,Average
98,Female,Rural,Under Graduate,20,7,Mobile,Middle Class,5,3,No,Yes,4,8,3,Yes,No,No,75.5,5,5,Both,8,Average
99,Male,Urban,School,18,5,Laptop,Middle Class,6,3,Yes,No,2,8,1,Yes,Yes,No,95.5,3,2,Practical,7,Good
100,Male,Rural,Under Graduate,18,5,Laptop,Middle Class,4,3,Yes,Yes,1,6,3,Yes,Yes,No,95.5,1,1,Practical,2,Bad
101,Female,Rural,Under Graduate,20,6,Mobile,Middle Class,4,2,No,No,2,7,2,Yes,No,No,55.5,2,4,Practical,10,Good
102,Female,Rural,Under Graduate,19,9,Mobile,Middle Class,6,1,Yes,No,3,6,2,Yes,No,No,75.5,1,1,Practical,5,Average
103,Female,Urban,Under Graduate,18,4,Mobile,Middle Class,3,4,No,No,5,7,1,No,Yes,No,55.5,4,4,Theory,9,Good
104,Female,Urban,Under Graduate,19,7,Mobile,Middle Class,4,3,No,No,1,6,7,No,No,No,85.5,2,3,Both,4,Bad
105,Male,Urban,Under Graduate,19,5,Laptop,Middle Class,4,5,No,No,4,7,5,No,No,No,75.5,2,2,Practical,4,Bad
106,Male,Rural,Post Graduate,18,20,Laptop,Middle Class,4,3,No,Yes,4,10,6,Yes,No,No,65.5,3,4,Both,6,Average
107,Male,Urban,Under Graduate,20,8,Laptop,Middle Class,4,4,No,Yes,5,8,3,Yes,Yes,yes,85.5,3,3,Theory,8,Average
108,Female,Urban,Under Graduate,18,6,Laptop,Middle Class,5,4,No,Yes,5,7,9,Yes,Yes,yes,95.5,1,2,Practical,6,Bad
109,Male,Urban,Under Graduate,19,7,Laptop,Middle Class,3,3,No,No,3,6,2,Yes,Yes,No,65.5,1,1,Practical,2,Bad
110,Female,Urban,Post Graduate,19,7,Laptop,Middle Class,5,4,Yes,Yes,5,8,3,No,Yes,No,25.5,3,3,Practical,7,Average
111,Male,Urban,Under Graduate,19,7,Desktop,Middle Class,4,4,Yes,No,3,5,2,Yes,No,yes,85.5,3,4,Both,8,Average
112,Male,Urban,Under Graduate,18,8,Laptop,Middle Class,4,3,No,Yes,6,7,2,No,No,No,95.5,3,2,Practical,7,Bad
113,Male,Urban,Under Graduate,19,8,Laptop,Middle Class,4,3,No,No,10,6,2,Yes,No,No,75.5,1,1,Theory,2,Bad
114,Male,Rural,Under Graduate,19,7,Mobile,Middle Class,5,3,Yes,No,4,8,3,Yes,Yes,No,65.5,3,2,Both,6,Average
115,Male,Urban,Under Graduate,19,7,Mobile,Middle Class,4,4,No,No,1,9,2,No,Yes,No,75.5,1,2,Practical,3,Average
116,Male,Urban,School,19,7,Laptop,Middle Class,4,3,No,No,3,4,1,Yes,Yes,No,85.5,3,2,Both,6,Average
117,Male,Urban,Under Graduate,18,8,Laptop,Middle Class,6,4,No,Yes,5,7,3,No,No,yes,75.5,3,3,Theory,7,Average
118,Male,Urban,Under Graduate,19,6,Laptop,Middle Class,4,3,No,Yes,3,7,2,Yes,Yes,No,75.5,4,4,Theory,8,Good
119,Male,Rural,Under Graduate,20,8,Mobile,Middle Class,4,2,No,Yes,3,8,2,Yes,No,yes,85.5,2,3,Both,7,Bad
120,Male,Rural,Under Graduate,19,7,Laptop,Middle Class,5,4,No,Yes,8,6,1,Yes,No,yes,85.5,1,4,Practical,8,Bad
121,Female,Rural,Under Graduate,18,8,Laptop,Middle Class,4,4,No,Yes,7,6,1,No,Yes,No,85.5,3,3,Theory,6,Average
122,Male,Urban,Post Graduate,20,6,Laptop,Middle Class,6,2,Yes,Yes,5,8,3,No,Yes,yes,85.5,3,2,Both,5,Average
123,Female,Urban,Under Graduate,18,7,Laptop,Middle Class,4,5,No,Yes,6,7,1,Yes,Yes,No,95.5,3,3,Practical,7,Good
124,Male,Rural,Under Graduate,19,7,Laptop,Middle Class,4,4,Yes,Yes,4,8,2,Yes,No,No,95.5,3,3,Both,8,Average
125,Male,Urban,Under Graduate,18,8,Laptop,Middle Class,4,4,No,Yes,2,6,1,No,No,No,95.5,1,3,Both,4,Bad
126,Female,Urban,Under Graduate,19,7,Laptop,Middle Class,4,4,No,No,3,7,1,No,No,No,65.5,2,3,Theory,6,Average
127,Male,Rural,Under Graduate,19,6,Mobile,Middle Class,5,3,Yes,No,3,8,2,Yes,Yes,No,75.5,3,3,Practical,8,Average
128,Female,Urban,Under Graduate,18,8,Laptop,Middle Class,4,3,No,Yes,7,5,1,No,No,yes,95.5,3,3,Both,7,Good
129,Female,Urban,Under Graduate,19,6,Mobile,Poor,4,2,No,No,4,6,2,Yes,No,No,85.5,2,3,Both,8,Good
130,Male,Urban,Under Graduate,17,4,Laptop,Rich,4,5,Yes,Yes,2,8,6,No,Yes,No,95.5,1,1,Both,2,Bad
131,Female,Urban,Under Graduate,18,7,Laptop,Middle Class,4,3,No,Yes,3,8,4,No,No,No,85.5,2,2,Practical,6,Bad
132,Male,Urban,Under Graduate,19,8,Laptop,Middle Class,4,4,No,No,4,6,1,No,No,No,85.5,2,3,Both,5,Bad
133,Male,Urban,Under Graduate,19,7,Mobile,Middle Class,4,2,Yes,No,8,9,1,Yes,No,yes,85.5,1,1,Both,8,Bad
134,Female,Rural,Under Graduate,18,8,Laptop,Middle Class,4,4,No,No,4,7,1,Yes,Yes,No,85.5,4,3,Practical,9,Average
135,Female,Urban,Under Graduate,18,8,Laptop,Middle Class,4,4,No,Yes,3,5,4,Yes,No,No,95.5,3,3,Practical,8,Average
136,Male,Urban,Post Graduate,19,7,Laptop,Middle Class,9,3,No,Yes,4,5,2,Yes,Yes,No,85.5,3,3,Both,6,Good
137,Female,Rural,Under Graduate,21,6,Mobile,Middle Class,4,4,No,Yes,5,6,2,No,No,yes,75.5,3,3,Theory,7,Average
